731.txt,304,13,53,41,14,19,11,9,28,23.3846,21.7143,7.4146,3.1538,3.7857,2.9286,0.4634,1.3571,1.0769,0.7857,0.6429,0.2195,2.0000,0.6829
896.txt,529,21,92,57,35,21,18,17,49,25.1905,15.1143,9.2807,2.7143,2.6286,1.6286,0.3684,0.6000,1.6667,0.5143,0.4857,0.2982,1.4000,0.8596
439.txt,345,9,66,35,13,22,10,9,27,38.3333,26.5385,9.8571,3.8889,5.0769,2.6923,0.6286,1.6923,1.4444,0.7692,0.6923,0.2571,2.0769,0.7714
1361.txt,279,24,51,38,28,10,8,6,15,11.6250,9.9643,7.3421,1.5833,1.8214,1.3571,0.2632,0.3571,1.1667,0.2857,0.2143,0.1579,0.5357,0.3947
1818.txt,286,23,56,40,25,17,15,2,18,12.4348,11.4400,7.1500,1.7391,2.2400,1.6000,0.4250,0.6800,1.0870,0.6000,0.0800,0.0500,0.7200,0.4500
1910.txt,401,13,84,65,17,28,11,3,51,30.8462,23.5882,6.1692,5.0000,4.9412,3.8235,0.4308,1.6471,1.3077,0.6471,0.1765,0.0462,3.0000,0.7846
284.txt,408,27,69,52,33,19,17,3,36,15.1111,12.3636,7.8462,1.9259,2.0909,1.5758,0.3654,0.5758,1.2222,0.5152,0.0909,0.0577,1.0909,0.6923
1523.txt,169,4,27,16,6,8,3,5,18,42.2500,28.1667,10.5625,4.0000,4.5000,2.6667,0.5000,1.3333,1.5000,0.5000,0.8333,0.3125,3.0000,1.1250
322.txt,429,15,77,58,31,20,16,5,29,28.6000,13.8387,7.3966,3.8667,2.4839,1.8710,0.3448,0.6452,2.0667,0.5161,0.1613,0.0862,0.9355,0.5000
467.txt,198,8,32,18,10,8,6,5,17,24.7500,19.8000,11.0000,2.2500,3.2000,1.8000,0.4444,0.8000,1.2500,0.6000,0.5000,0.2778,1.7000,0.9444
39.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1971.txt,412,26,62,37,30,5,5,17,38,15.8462,13.7333,11.1351,1.4231,2.0667,1.2333,0.1351,0.1667,1.1538,0.1667,0.5667,0.4595,1.2667,1.0270
1534.txt,703,19,131,90,32,51,23,10,47,37.0000,21.9688,7.8111,4.7368,4.0938,2.8125,0.5667,1.5938,1.6842,0.7188,0.3125,0.1111,1.4688,0.5222
1555.txt,217,6,38,24,8,13,7,3,8,36.1667,27.1250,9.0417,4.0000,4.7500,3.0000,0.5417,1.6250,1.3333,0.8750,0.3750,0.1250,1.0000,0.3333
1849.txt,257,7,44,35,18,14,10,2,28,36.7143,14.2778,7.3429,5.0000,2.4444,1.9444,0.4000,0.7778,2.5714,0.5556,0.1111,0.0571,1.5556,0.8000
614.txt,304,9,56,40,15,22,10,7,29,33.7778,20.2667,7.6000,4.4444,3.7333,2.6667,0.5500,1.4667,1.6667,0.6667,0.4667,0.1750,1.9333,0.7250
29.txt,226,9,52,43,16,20,10,2,19,25.1111,14.1250,5.2558,4.7778,3.2500,2.6875,0.4651,1.2500,1.7778,0.6250,0.1250,0.0465,1.1875,0.4419
1955.txt,377,20,66,46,24,21,14,12,36,18.8500,15.7083,8.1957,2.3000,2.7500,1.9167,0.4565,0.8750,1.2000,0.5833,0.5000,0.2609,1.5000,0.7826
32.txt,252,5,38,29,11,11,9,6,30,50.4000,22.9091,8.6897,5.8000,3.4545,2.6364,0.3793,1.0000,2.2000,0.8182,0.5455,0.2069,2.7273,1.0345
1369.txt,556,30,119,79,41,33,24,6,45,18.5333,13.5610,7.0380,2.6333,2.9024,1.9268,0.4177,0.8049,1.3667,0.5854,0.1463,0.0759,1.0976,0.5696
1141.txt,247,7,38,27,9,15,5,7,24,35.2857,27.4444,9.1481,3.8571,4.2222,3.0000,0.5556,1.6667,1.2857,0.5556,0.7778,0.2593,2.6667,0.8889
1114.txt,396,12,91,55,15,37,13,2,54,33.0000,26.4000,7.2000,4.5833,6.0667,3.6667,0.6727,2.4667,1.2500,0.8667,0.1333,0.0364,3.6000,0.9818
1780.txt,347,23,56,34,27,11,10,12,38,15.0870,12.8519,10.2059,1.4783,2.0741,1.2593,0.3235,0.4074,1.1739,0.3704,0.4444,0.3529,1.4074,1.1176
1433.txt,337,18,83,53,22,31,15,1,33,18.7222,15.3182,6.3585,2.9444,3.7727,2.4091,0.5849,1.4091,1.2222,0.6818,0.0455,0.0189,1.5000,0.6226
150.txt,411,21,73,32,23,10,8,11,28,19.5714,17.8696,12.8438,1.5238,3.1739,1.3913,0.3125,0.4348,1.0952,0.3478,0.4783,0.3438,1.2174,0.8750
487.txt,311,10,55,35,11,20,8,8,23,31.1000,28.2727,8.8857,3.5000,5.0000,3.1818,0.5714,1.8182,1.1000,0.7273,0.7273,0.2286,2.0909,0.6571
1873.txt,220,7,38,35,14,19,9,2,21,31.4286,15.7143,6.2857,5.0000,2.7143,2.5000,0.5429,1.3571,2.0000,0.6429,0.1429,0.0571,1.5000,0.6000
1289.txt,301,7,47,35,8,21,5,10,28,43.0000,37.6250,8.6000,5.0000,5.8750,4.3750,0.6000,2.6250,1.1429,0.6250,1.2500,0.2857,3.5000,0.8000
1944.txt,162,7,33,27,7,19,7,1,14,23.1429,23.1429,6.0000,3.8571,4.7143,3.8571,0.7037,2.7143,1.0000,1.0000,0.1429,0.0370,2.0000,0.5185
225.txt,185,12,29,24,12,11,7,0,20,15.4167,15.4167,7.7083,2.0000,2.4167,2.0000,0.4583,0.9167,1.0000,0.5833,0.0000,0.0000,1.6667,0.8333
1338.txt,298,13,64,45,12,32,10,1,39,22.9231,24.8333,6.6222,3.4615,5.3333,3.7500,0.7111,2.6667,0.9231,0.8333,0.0833,0.0222,3.2500,0.8667
1696.txt,264,3,46,23,3,13,3,8,19,88.0000,88.0000,11.4783,7.6667,15.3333,7.6667,0.5652,4.3333,1.0000,1.0000,2.6667,0.3478,6.3333,0.8261
833.txt,169,10,34,27,11,17,8,4,15,16.9000,15.3636,6.2593,2.7000,3.0909,2.4545,0.6296,1.5455,1.1000,0.7273,0.3636,0.1481,1.3636,0.5556
1385.txt,592,33,96,70,40,33,24,31,49,17.9394,14.8000,8.4571,2.1212,2.4000,1.7500,0.4714,0.8250,1.2121,0.6000,0.7750,0.4429,1.2250,0.7000
1571.txt,48,3,7,7,3,5,2,1,7,16.0000,16.0000,6.8571,2.3333,2.3333,2.3333,0.7143,1.6667,1.0000,0.6667,0.3333,0.1429,2.3333,1.0000
1568.txt,195,8,32,26,7,17,6,5,23,24.3750,27.8571,7.5000,3.2500,4.5714,3.7143,0.6538,2.4286,0.8750,0.8571,0.7143,0.1923,3.2857,0.8846
1810.txt,530,23,85,57,32,26,16,13,47,23.0435,16.5625,9.2982,2.4783,2.6562,1.7812,0.4561,0.8125,1.3913,0.5000,0.4062,0.2281,1.4688,0.8246
540.txt,393,16,69,46,22,20,14,10,17,24.5625,17.8636,8.5435,2.8750,3.1364,2.0909,0.4348,0.9091,1.3750,0.6364,0.4545,0.2174,0.7727,0.3696
1808.txt,265,11,45,28,13,15,7,0,33,24.0909,20.3846,9.4643,2.5455,3.4615,2.1538,0.5357,1.1538,1.1818,0.5385,0.0000,0.0000,2.5385,1.1786
283.txt,539,34,94,70,36,31,20,17,44,15.8529,14.9722,7.7000,2.0588,2.6111,1.9444,0.4429,0.8611,1.0588,0.5556,0.4722,0.2429,1.2222,0.6286
939.txt,505,28,101,70,33,39,24,16,32,18.0357,15.3030,7.2143,2.5000,3.0606,2.1212,0.5571,1.1818,1.1786,0.7273,0.4848,0.2286,0.9697,0.4571
1870.txt,437,29,84,46,30,18,12,5,53,15.0690,14.5667,9.5000,1.5862,2.8000,1.5333,0.3913,0.6000,1.0345,0.4000,0.1667,0.1087,1.7667,1.1522
1190.txt,326,16,56,43,21,22,13,12,23,20.3750,15.5238,7.5814,2.6875,2.6667,2.0476,0.5116,1.0476,1.3125,0.6190,0.5714,0.2791,1.0952,0.5349
792.txt,296,8,50,28,15,12,8,5,22,37.0000,19.7333,10.5714,3.5000,3.3333,1.8667,0.4286,0.8000,1.8750,0.5333,0.3333,0.1786,1.4667,0.7857
931.txt,211,13,42,29,15,14,10,3,24,16.2308,14.0667,7.2759,2.2308,2.8000,1.9333,0.4828,0.9333,1.1538,0.6667,0.2000,0.1034,1.6000,0.8276
1845.txt,271,6,55,36,7,25,5,2,23,45.1667,38.7143,7.5278,6.0000,7.8571,5.1429,0.6944,3.5714,1.1667,0.7143,0.2857,0.0556,3.2857,0.6389
1074.txt,717,34,128,96,46,44,27,19,63,21.0882,15.5870,7.4688,2.8235,2.7826,2.0870,0.4583,0.9565,1.3529,0.5870,0.4130,0.1979,1.3696,0.6562
1630.txt,359,16,66,56,22,28,16,13,23,22.4375,16.3182,6.4107,3.5000,3.0000,2.5455,0.5000,1.2727,1.3750,0.7273,0.5909,0.2321,1.0455,0.4107
681.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
590.txt,652,18,115,95,23,67,15,7,76,36.2222,28.3478,6.8632,5.2778,5.0000,4.1304,0.7053,2.9130,1.2778,0.6522,0.3043,0.0737,3.3043,0.8000
880.txt,523,16,67,48,23,21,11,10,53,32.6875,22.7391,10.8958,3.0000,2.9130,2.0870,0.4375,0.9130,1.4375,0.4783,0.4348,0.2083,2.3043,1.1042
781.txt,490,15,85,61,19,34,17,18,53,32.6667,25.7895,8.0328,4.0667,4.4737,3.2105,0.5574,1.7895,1.2667,0.8947,0.9474,0.2951,2.7895,0.8689
1164.txt,482,22,103,73,26,38,22,12,40,21.9091,18.5385,6.6027,3.3182,3.9615,2.8077,0.5205,1.4615,1.1818,0.8462,0.4615,0.1644,1.5385,0.5479
1833.txt,347,46,74,42,42,8,6,12,38,7.5435,8.2619,8.2619,0.9130,1.7619,1.0000,0.1905,0.1905,0.9130,0.1429,0.2857,0.2857,0.9048,0.9048
176.txt,216,10,48,37,11,22,10,6,23,21.6000,19.6364,5.8378,3.7000,4.3636,3.3636,0.5946,2.0000,1.1000,0.9091,0.5455,0.1622,2.0909,0.6216
1360.txt,616,14,86,61,23,36,18,5,61,44.0000,26.7826,10.0984,4.3571,3.7391,2.6522,0.5902,1.5652,1.6429,0.7826,0.2174,0.0820,2.6522,1.0000
694.txt,215,10,52,34,13,23,10,1,24,21.5000,16.5385,6.3235,3.4000,4.0000,2.6154,0.6765,1.7692,1.3000,0.7692,0.0769,0.0294,1.8462,0.7059
302.txt,287,9,53,31,11,21,9,10,30,31.8889,26.0909,9.2581,3.4444,4.8182,2.8182,0.6774,1.9091,1.2222,0.8182,0.9091,0.3226,2.7273,0.9677
683.txt,798,20,177,101,36,58,26,20,56,39.9000,22.1667,7.9010,5.0500,4.9167,2.8056,0.5743,1.6111,1.8000,0.7222,0.5556,0.1980,1.5556,0.5545
1511.txt,246,9,35,26,11,15,8,9,25,27.3333,22.3636,9.4615,2.8889,3.1818,2.3636,0.5769,1.3636,1.2222,0.7273,0.8182,0.3462,2.2727,0.9615
841.txt,706,34,127,86,35,45,23,22,39,20.7647,20.1714,8.2093,2.5294,3.6286,2.4571,0.5233,1.2857,1.0294,0.6571,0.6286,0.2558,1.1143,0.4535
1831.txt,445,12,75,62,15,33,12,13,29,37.0833,29.6667,7.1774,5.1667,5.0000,4.1333,0.5323,2.2000,1.2500,0.8000,0.8667,0.2097,1.9333,0.4677
1927.txt,442,24,76,48,27,21,17,17,20,18.4167,16.3704,9.2083,2.0000,2.8148,1.7778,0.4375,0.7778,1.1250,0.6296,0.6296,0.3542,0.7407,0.4167
602.txt,836,45,170,131,54,70,44,6,100,18.5778,15.4815,6.3817,2.9111,3.1481,2.4259,0.5344,1.2963,1.2000,0.8148,0.1111,0.0458,1.8519,0.7634
1467.txt,407,30,80,63,32,32,24,6,31,13.5667,12.7188,6.4603,2.1000,2.5000,1.9688,0.5079,1.0000,1.0667,0.7500,0.1875,0.0952,0.9688,0.4921
563.txt,485,9,87,61,21,36,15,11,58,53.8889,23.0952,7.9508,6.7778,4.1429,2.9048,0.5902,1.7143,2.3333,0.7143,0.5238,0.1803,2.7619,0.9508
1482.txt,630,26,87,69,32,37,23,19,36,24.2308,19.6875,9.1304,2.6538,2.7188,2.1562,0.5362,1.1562,1.2308,0.7188,0.5938,0.2754,1.1250,0.5217
1646.txt,308,6,43,26,12,12,8,10,31,51.3333,25.6667,11.8462,4.3333,3.5833,2.1667,0.4615,1.0000,2.0000,0.6667,0.8333,0.3846,2.5833,1.1923
953.txt,774,25,143,108,33,71,31,9,94,30.9600,23.4545,7.1667,4.3200,4.3333,3.2727,0.6574,2.1515,1.3200,0.9394,0.2727,0.0833,2.8485,0.8704
96.txt,237,15,46,33,16,15,11,5,26,15.8000,14.8125,7.1818,2.2000,2.8750,2.0625,0.4545,0.9375,1.0667,0.6875,0.3125,0.1515,1.6250,0.7879
1844.txt,424,18,85,61,23,37,21,11,27,23.5556,18.4348,6.9508,3.3889,3.6957,2.6522,0.6066,1.6087,1.2778,0.9130,0.4783,0.1803,1.1739,0.4426
876.txt,510,24,90,58,29,28,17,13,46,21.2500,17.5862,8.7931,2.4167,3.1034,2.0000,0.4828,0.9655,1.2083,0.5862,0.4483,0.2241,1.5862,0.7931
1914.txt,451,20,90,65,28,32,18,8,41,22.5500,16.1071,6.9385,3.2500,3.2143,2.3214,0.4923,1.1429,1.4000,0.6429,0.2857,0.1231,1.4643,0.6308
1426.txt,383,20,61,47,27,18,14,2,40,19.1500,14.1852,8.1489,2.3500,2.2593,1.7407,0.3830,0.6667,1.3500,0.5185,0.0741,0.0426,1.4815,0.8511
1768.txt,314,15,47,37,17,20,10,7,29,20.9333,18.4706,8.4865,2.4667,2.7647,2.1765,0.5405,1.1765,1.1333,0.5882,0.4118,0.1892,1.7059,0.7838
275.txt,311,20,56,38,22,14,13,3,16,15.5500,14.1364,8.1842,1.9000,2.5455,1.7273,0.3684,0.6364,1.1000,0.5909,0.1364,0.0789,0.7273,0.4211
968.txt,296,22,49,36,24,12,8,5,32,13.4545,12.3333,8.2222,1.6364,2.0417,1.5000,0.3333,0.5000,1.0909,0.3333,0.2083,0.1389,1.3333,0.8889
188.txt,447,19,70,50,22,22,12,11,41,23.5263,20.3182,8.9400,2.6316,3.1818,2.2727,0.4400,1.0000,1.1579,0.5455,0.5000,0.2200,1.8636,0.8200
1781.txt,525,29,95,68,39,29,19,10,58,18.1034,13.4615,7.7206,2.3448,2.4359,1.7436,0.4265,0.7436,1.3448,0.4872,0.2564,0.1471,1.4872,0.8529
1750.txt,119,7,21,17,9,9,6,2,10,17.0000,13.2222,7.0000,2.4286,2.3333,1.8889,0.5294,1.0000,1.2857,0.6667,0.2222,0.1176,1.1111,0.5882
914.txt,488,28,89,56,36,20,19,11,32,17.4286,13.5556,8.7143,2.0000,2.4722,1.5556,0.3571,0.5556,1.2857,0.5278,0.3056,0.1964,0.8889,0.5714
224.txt,611,15,121,88,22,60,19,15,58,40.7333,27.7727,6.9432,5.8667,5.5000,4.0000,0.6818,2.7273,1.4667,0.8636,0.6818,0.1705,2.6364,0.6591
72.txt,341,17,50,35,20,13,12,12,24,20.0588,17.0500,9.7429,2.0588,2.5000,1.7500,0.3714,0.6500,1.1765,0.6000,0.6000,0.3429,1.2000,0.6857
785.txt,591,56,92,68,58,13,11,5,53,10.5536,10.1897,8.6912,1.2143,1.5862,1.1724,0.1912,0.2241,1.0357,0.1897,0.0862,0.0735,0.9138,0.7794
1166.txt,256,9,40,29,12,15,7,5,30,28.4444,21.3333,8.8276,3.2222,3.3333,2.4167,0.5172,1.2500,1.3333,0.5833,0.4167,0.1724,2.5000,1.0345
1353.txt,419,18,78,51,22,28,15,4,49,23.2778,19.0455,8.2157,2.8333,3.5455,2.3182,0.5490,1.2727,1.2222,0.6818,0.1818,0.0784,2.2273,0.9608
809.txt,120,4,20,17,5,9,3,2,7,30.0000,24.0000,7.0588,4.2500,4.0000,3.4000,0.5294,1.8000,1.2500,0.6000,0.4000,0.1176,1.4000,0.4118
1333.txt,41,2,7,4,2,2,1,2,2,20.5000,20.5000,10.2500,2.0000,3.5000,2.0000,0.5000,1.0000,1.0000,0.5000,1.0000,0.5000,1.0000,0.5000
